"","1","2","3","4","5","6"
"faculty",5.72187091219912e-05,0,2.16337875423608e-05,1.09191450902094e-05,1.0897672877823e-05,9.50787700379797e-05
"faint",0.000127248749341126,0,0,2.42830986214861e-05,2.72647648631775e-05,8.99769276248654e-06
"fault",0.000254497498682252,0,0,3.46901408878373e-05,6.05883663626168e-05,1.79953855249731e-05
"faults",0.000254497498682252,0,0,3.12211267990536e-05,3.93824381357009e-05,1.57459623343514e-05
"fauna",0.000127248749341126,0,0,1.04070422663512e-05,6.05883663626168e-06,2.24942319062164e-06
"faunal",0.000254497498682252,0,0,1.38760563551349e-05,3.02941831813084e-06,2.24942319062164e-06
"favourable",5.72187091219912e-05,0,2.7042234427951e-06,6.23951148011964e-06,4.08662732918362e-06,2.02295255399957e-06
"fazio",0.000217533173809006,0,0,5.93031875463306e-06,0,3.8454143433955e-06
"fell",0.000344781923150132,0,0,0,8.20824313920244e-06,0
"ferguson",0.000127248749341126,0,0,3.46901408878373e-06,9.08825495439252e-06,1.34965391437298e-05
"filled",0.000127248749341126,0,0,1.73450704439186e-05,6.05883663626168e-06,8.99769276248654e-06
"film",0.000114437418243982,2.9370941738554e-06,0,1.55987787002991e-05,1.90709275361902e-05,9.10328649299805e-06
"finds",0.000344781923150132,0,0,0,8.20824313920244e-06,0
"fines",0.000562315096959138,0,0,0,0,0
"finite",0.000114437418243982,0,2.7042234427951e-06,3.11975574005982e-06,9.53546376809511e-06,2.02295255399957e-06
"flares",0.000562315096959138,0,0,0,0,0
"flash",0.000114437418243982,1.17483766954216e-05,5.4084468855902e-06,6.23951148011964e-06,0,6.0688576619987e-06
"flight",0.000381746248023378,0,0,4.16281690654047e-05,1.21176732725234e-05,4.49884638124327e-05
"flint",0.000652599521427018,0,0,5.93031875463306e-06,0,3.8454143433955e-06
"floodplain",0.000217533173809006,0,0,1.77909562638992e-05,0,2.69179004037685e-05
"florida",5.72187091219912e-05,0,2.7042234427951e-06,4.67963361008973e-06,1.22598819875509e-05,6.0688576619987e-05
"flown",0.000562315096959138,0,0,0,0,0
"fluctuation",0.000127248749341126,6.53180692216218e-06,0,1.04070422663512e-05,6.05883663626168e-06,0
"flux",0.000114437418243982,0,1.35211172139755e-05,5.3035847581017e-05,2.31575548653738e-05,2.12410018169955e-05
"flysch",0.000562315096959138,0,0,0,0,0
"flyschtype",0.000562315096959138,0,0,0,0,0
"follow",5.72187091219912e-05,5.87418834771079e-06,0,2.02784123103888e-05,9.53546376809511e-06,3.03442883099935e-06
"forbids",0.000562315096959138,0,0,0,0,0
"foresight",0.000344781923150132,0,0,0,8.20824313920244e-06,0
"formations",0.000217533173809006,0,0,0,2.07152992842864e-05,7.690828686791e-06
"formulated",5.72187091219912e-05,0,2.7042234427951e-06,1.55987787002991e-06,1.36220910972787e-06,1.01147627699978e-06
"fortunes",0.000562315096959138,0,0,0,0,0
"fossils",0.000254497498682252,0,0,2.42830986214861e-05,3.33236014994392e-05,3.37413478593245e-05
"foundations",0.000217533173809006,0,0,5.93031875463306e-06,0,7.690828686791e-06
"fourdimensional",0.000689563846300264,0,0,9.39933284341679e-06,0,0
"fowler",0.000217533173809006,3.34985930590915e-05,0,5.93031875463306e-06,0,0
"freezing",5.72187091219912e-05,8.81128252156619e-06,0,9.35926722017947e-06,1.0897672877823e-05,8.09181021599827e-06
"frenzied",0.000562315096959138,0,0,0,0,0
"friction",0.000254497498682252,0,0,1.73450704439186e-05,9.08825495439252e-06,8.99769276248654e-06
"fruin",0.000562315096959138,0,0,0,0,0
"fröhlich",0.000562315096959138,0,0,0,0,0
"fundamentally",5.72187091219912e-05,0,8.1126703283853e-06,6.23951148011964e-06,1.90709275361902e-05,3.03442883099935e-06
"gables",0.000562315096959138,0,0,0,0,0
"galactic",0.000763492496046756,0,0,4.16281690654047e-05,3.33236014994392e-05,4.72378870030543e-05
"galaxies",0.000286093545609956,0,8.1126703283853e-06,3.89969467507478e-05,0.00010216568322959,4.24820036339909e-05
"galaxy",0.000171656127365974,0,1.62253406567706e-05,2.96376795305683e-05,3.67796459626526e-05,3.23672408639931e-05
"gallagher",5.72187091219912e-05,2.9370941738554e-06,2.7042234427951e-06,0,1.36220910972787e-06,2.02295255399957e-06
"gammaray",0.000114437418243982,5.87418834771079e-06,0,1.55987787002991e-05,1.0897672877823e-05,1.01147627699978e-06
"garden",0.000652599521427018,0,0,0,1.03576496421432e-05,3.0763314747164e-05
"garton",0.000562315096959138,0,0,0,0,0
"gate",0.000114437418243982,5.87418834771079e-06,0,1.40389008302692e-05,2.04331366459181e-05,1.51721441549968e-05
"gathering",0.000344781923150132,0,0,0,0,1.21896750680343e-05
"gde",0.000562315096959138,0,0,0,0,0
"gehin",0.000562315096959138,0,0,0,0,0
"gehrz",0.000562315096959138,0,0,0,0,0
"gel",5.72187091219912e-05,2.64338475646986e-05,2.97464578707461e-05,4.67963361008973e-06,0,3.03442883099935e-06
"gelpi",0.000344781923150132,0,0,0,0,6.09483753401714e-06
"geochemistry",5.72187091219912e-05,0,2.7042234427951e-06,6.23951148011964e-06,4.08662732918362e-06,2.02295255399957e-06
"geochronology",0.000562315096959138,0,0,0,0,0
"geodesy",0.00168694529087741,0,0,0,0,0
"geographic",5.72187091219912e-05,0,8.1126703283853e-06,4.67963361008973e-06,5.44883643891149e-06,1.31491916009972e-05
"geography",0.000127248749341126,0,0,3.46901408878373e-06,3.02941831813084e-06,5.84850029561625e-05
"geological",0.000171656127365974,0,5.4084468855902e-06,6.08352369311665e-05,2.1795345755646e-05,5.56311952349881e-05
"geology",0.000286093545609956,0,2.7042234427951e-06,2.49580459204786e-05,1.49843002070066e-05,2.42754306479948e-05
"geomagnetic",0.000890741245387882,1.30636138443244e-05,0,1.73450704439186e-05,3.02941831813084e-06,0
"geomorphological",0.000562315096959138,0,0,0,0,0
"geophysical",0.000381746248023378,0,0,2.08140845327024e-05,6.05883663626168e-06,1.79953855249731e-05
"geophysics",0.000343312254731947,0,2.7042234427951e-06,2.49580459204786e-05,1.22598819875509e-05,1.11262390469976e-05
"germination",0.000435066347618012,1.11661976863638e-05,0,0,0,3.8454143433955e-06
"gibberellic",0.000562315096959138,0,0,0,0,0
"gibbons",0.000689563846300264,0,0,0,0,1.21896750680343e-05
"gifts",0.000562315096959138,0,0,0,0,0
"glassy",0.000435066347618012,0,0,1.77909562638992e-05,0,7.690828686791e-06
"glen",0.000562315096959138,0,0,0,0,0
"glide",0.000562315096959138,0,0,0,0,0
"goddard",0.000381746248023378,0,0,1.38760563551349e-05,3.02941831813084e-06,3.37413478593245e-05
"goldberg",0.000127248749341126,6.53180692216218e-06,0,0,9.08825495439252e-06,4.49884638124327e-06
"gone",0.000217533173809006,0,0,0,5.1788248210716e-06,3.8454143433955e-06
"graben",0.000562315096959138,0,0,0,0,0
"graduate",0.000254497498682252,0,0,3.46901408878373e-05,5.45295297263551e-05,0.000202448087155947
"graphite",0.000114437418243982,0,2.7042234427951e-06,1.55987787002991e-06,5.44883643891149e-06,6.0688576619987e-06
"graves",0.000127248749341126,0,6.01392545051976e-06,3.46901408878373e-06,9.08825495439252e-06,0
"gravitational",0.000286093545609956,0,8.1126703283853e-06,1.24790229602393e-05,2.31575548653738e-05,2.52869069249946e-05
"grayson",0.000562315096959138,0,0,0,0,0
"greenbelt",0.000435066347618012,0,0,1.77909562638992e-05,0,6.1526629494328e-05
"greenhouse",0.000127248749341126,0,0,2.42830986214861e-05,6.96766213170093e-05,1.12471159531082e-05
"greenstein",0.000344781923150132,1.7698004608526e-05,0,0,0,0
"greenstones",0.000562315096959138,0,0,0,0,0
"greer",0.000217533173809006,0,0,5.93031875463306e-06,5.1788248210716e-06,0
"groundbased",0.000435066347618012,0,0,0,4.14305985685728e-05,2.3072486060373e-05
"gulf",0.000254497498682252,0,0,1.73450704439186e-05,1.21176732725234e-05,6.74826957186491e-06
"gyrate",0.000562315096959138,0,0,0,0,0
"hackwell",0.000562315096959138,0,0,0,0,0
"haggerty",0.000344781923150132,0,0,0,0,6.09483753401714e-06
"hamilton",5.72187091219912e-05,0,2.7042234427951e-06,3.11975574005982e-06,2.72441821945574e-06,6.0688576619987e-06
"hanel",0.000562315096959138,0,0,0,0,0
"hard",0.000171656127365974,0,2.7042234427951e-06,1.40389008302692e-05,9.53546376809511e-06,1.11262390469976e-05
"harris",5.72187091219912e-05,1.76225650431324e-05,1.08168937711804e-05,0,1.36220910972787e-05,1.4160667877997e-05
"harvard",0.000171656127365974,0,9.19435970550334e-05,6.39549926712264e-05,5.3126155279387e-05,0.000296362549160937
"harwell",0.000689563846300264,0,0,0,0,1.21896750680343e-05
"hawaii",0.000127248749341126,0,0,4.16281690654047e-05,9.08825495439252e-06,5.17367333842976e-05
"haynes",5.72187091219912e-05,0,2.7042234427951e-06,3.11975574005982e-06,1.36220910972787e-06,1.01147627699978e-06
"hazard",5.72187091219912e-05,2.9370941738554e-06,0,3.11975574005982e-06,2.72441821945574e-06,1.01147627699978e-06
"heavens",0.000344781923150132,0,0,0,0,6.09483753401714e-06
"height",0.000127248749341126,0,0,2.42830986214861e-05,2.12059282269159e-05,8.99769276248654e-06
"heiles",0.000562315096959138,0,0,0,0,0
"heliumneon",0.000562315096959138,0,0,0,0,0
"hierarchical",5.72187091219912e-05,2.9370941738554e-06,0,4.67963361008973e-06,1.0897672877823e-05,1.21377153239974e-05
"highenergy",0.000127248749341126,0,0,1.38760563551349e-05,9.08825495439252e-06,2.02448087155947e-05
"highlights",5.72187091219912e-05,0,8.1126703283853e-06,7.79938935014956e-06,1.22598819875509e-05,1.51721441549968e-05
"highpower",0.000562315096959138,0,0,0,0,0
"hii",0.00112463019391828,0,0,0,0,0
"himself",0.000562315096959138,0,0,0,0,0
"hinsch",0.000562315096959138,0,0,0,0,0
"history",0.000228874836487965,0,5.4084468855902e-06,4.36765803608375e-05,6.12994099377543e-05,7.28262919439844e-05
"hoare",0.000344781923150132,0,0,0,8.20824313920244e-06,0
"hodgson",0.000562315096959138,0,0,0,0,0
"hold",0.000127248749341126,0,0,6.93802817756746e-06,1.21176732725234e-05,6.74826957186491e-06
"holes",0.000127248749341126,0,0,4.85661972429722e-05,3.33236014994392e-05,5.17367333842976e-05
"hominid",0.000127248749341126,1.30636138443244e-05,2.4055701802079e-05,3.46901408878373e-06,0,0
"honolulu",0.000127248749341126,0,0,1.73450704439186e-05,3.02941831813084e-06,2.24942319062163e-05
"hoping",0.000562315096959138,0,0,0,0,0
"horowitz",0.000217533173809006,0,1.02808734630094e-05,0,5.1788248210716e-06,0
"hostile",0.000562315096959138,0,0,0,0,0
"hot",5.72187091219912e-05,0,2.7042234427951e-06,1.09191450902094e-05,1.77087184264623e-05,2.3263954370995e-05
"houghton",0.000127248749341126,0,0,3.46901408878373e-06,3.02941831813084e-06,6.74826957186491e-06
"houston",5.72187091219912e-05,0,1.62253406567706e-05,1.09191450902094e-05,1.49843002070066e-05,9.8113198868979e-05
"hoyle",0.0010343457694504,0,0,0,0,6.09483753401714e-06
"humidity",0.000344781923150132,0,0,2.81979985302504e-05,0,0
"hut",0.000562315096959138,0,0,0,0,0
"hydroxide",0.000344781923150132,0,0,0,0,6.09483753401714e-06
"ice",0.000228874836487965,0,1.08168937711804e-05,0.000115430962382213,7.08348737058494e-05,9.91246751459788e-05
"ideas",5.72187091219912e-05,8.81128252156619e-06,0,4.67963361008973e-06,1.36220910972787e-06,2.02295255399957e-06
"impacts",0.000127248749341126,0,0,2.08140845327024e-05,4.84706930900934e-05,3.82401942405678e-05
"imperfection",0.000344781923150132,0,0,0,8.20824313920244e-06,0
"imperfections",0.000562315096959138,0,0,0,0,0
"imperial",0.000114437418243982,0,2.7042234427951e-05,1.24790229602393e-05,1.0897672877823e-05,2.22524780939952e-05
"inadequate",5.72187091219912e-05,2.9370941738554e-06,5.4084468855902e-06,0,2.72441821945574e-06,2.02295255399957e-06
"inaugural",0.000562315096959138,0,0,0,0,0
"inconclusive",0.000127248749341126,1.30636138443244e-05,0,1.38760563551349e-05,0,4.49884638124327e-06
"indian",0.000114437418243982,5.87418834771079e-06,0,7.79938935014956e-06,4.08662732918362e-06,6.0688576619987e-06
"infer",5.72187091219912e-05,2.9370941738554e-06,0,1.40389008302692e-05,1.0897672877823e-05,1.01147627699978e-05
"ingham",0.000562315096959138,0,0,0,0,0
"inspired",0.000217533173809006,0,0,0,3.10729489264296e-05,4.22995577773505e-05
"instantaneous",0.000127248749341126,6.53180692216218e-06,0,3.46901408878373e-06,0,2.24942319062164e-06
"institut",0.000114437418243982,0,6.76055860698775e-05,3.27574352706281e-05,2.72441821945574e-05,7.99066258829829e-05
"institute",0.00091549934595186,0,0.000454309538389577,0.000430526292128256,0.00042228482401564,0.0018752770175576
"institution",5.72187091219912e-05,0,5.4084468855902e-06,1.7158656570329e-05,4.08662732918362e-06,1.92180492629959e-05
"instrumented",0.000562315096959138,0,0,0,0,0
"interface",0.000114437418243982,0,8.1126703283853e-06,4.52364582308674e-05,4.90395279502034e-05,2.83213357559939e-05
"interferometer",0.000127248749341126,6.53180692216218e-06,0,2.08140845327024e-05,1.21176732725234e-05,0
"international",0.000171656127365974,0,8.1126703283853e-06,1.24790229602393e-05,1.36220910972787e-05,5.86656240659875e-05
"interplay",0.000127248749341126,0,0,1.38760563551349e-05,3.63530198175701e-05,4.72378870030543e-05
"interpretations",0.000127248749341126,0,0,1.73450704439186e-05,9.08825495439252e-06,2.24942319062164e-06
"interstellar",0.000343312254731947,0,2.7042234427951e-06,1.24790229602393e-05,6.81104554863936e-06,7.08033393899849e-06
"interstice",0.000562315096959138,0,0,0,0,0
"involatile",0.000562315096959138,0,0,0,0,0
"ionosphere",0.00281157548479569,0,0,0,0,0
"ionospheric",0.000562315096959138,0,0,0,0,0
"ireland",0.000217533173809006,0,2.05617469260188e-05,0,0,4.22995577773505e-05
"irving",0.000344781923150132,0,0,0,0,2.43793501360685e-05
"isles",0.000562315096959138,0,0,0,0,0
"ithaca",5.72187091219912e-05,0,8.1126703283853e-06,1.40389008302692e-05,6.81104554863936e-06,1.11262390469976e-05
"january",0.000689563846300264,0,0,0,8.20824313920244e-06,0
"jeffreys",0.000217533173809006,1.11661976863638e-05,0,0,0,3.8454143433955e-06
"jelley",0.000562315096959138,0,0,0,0,0
"jersey",5.72187091219912e-05,0,2.97464578707461e-05,5.3035847581017e-05,1.63465093167345e-05,5.46197189579883e-05
"jevons",0.000562315096959138,0,0,0,0,0
"jodrell",0.000689563846300264,0,0,9.39933284341679e-06,0,0
"johns",5.72187091219912e-05,0,1.62253406567706e-05,1.87185344403589e-05,8.17325465836724e-06,5.36082426809885e-05
"jolla",5.72187091219912e-05,0,5.67886922986971e-05,4.21167024908076e-05,2.31575548653738e-05,0.000103170580253978
"jump",0.000435066347618012,1.11661976863638e-05,0,0,0,3.8454143433955e-06
"jumps",0.000114437418243982,0,2.7042234427951e-06,7.79938935014956e-06,2.72441821945574e-06,1.01147627699978e-06
"justification",0.000562315096959138,0,0,0,0,0
"kamerlingh",0.000562315096959138,0,0,0,0,0
"kanamori",0.000217533173809006,0,0,0,5.1788248210716e-06,3.8454143433955e-06
"kauschblecken",0.000562315096959138,0,0,0,0,0
"kelvinhelmholtz",0.000344781923150132,0,0,0,8.20824313920244e-06,0
"kennett",0.000562315096959138,0,0,0,0,0
"kenya",0.000435066347618012,0,0,5.93031875463306e-06,0,2.3072486060373e-05
"kev",0.000127248749341126,0,0,1.38760563551349e-05,3.02941831813084e-06,2.24942319062164e-06
"kibish",0.000562315096959138,0,0,0,0,0
"kingston",0.000127248749341126,0,0,1.38760563551349e-05,3.02941831813084e-06,1.12471159531082e-05
"kpc",0.000562315096959138,0,0,0,0,0
"kraus",0.000217533173809006,0,0,0,1.03576496421432e-05,7.690828686791e-06
"krieger",0.000127248749341126,6.53180692216218e-06,1.20278509010395e-05,1.04070422663512e-05,0,0
"laboratorium",0.000562315096959138,0,0,0,0,0
"labrador",0.000217533173809006,0,0,5.33728687916976e-05,0,7.690828686791e-06
"landsberg",0.000562315096959138,0,0,0,0,0
"langrish",0.000562315096959138,0,0,0,0,0
"largest",5.72187091219912e-05,0,1.35211172139755e-05,2.80778016605384e-05,3.26930186334689e-05,2.42754306479948e-05
"lasers",0.000254497498682252,0,0,2.77521127102698e-05,9.08825495439252e-06,1.34965391437298e-05
"laterites",0.000562315096959138,0,0,0,0,0
"launched",0.000217533173809006,0,0,0,5.1788248210716e-06,1.5381657373582e-05
"launchers",0.000562315096959138,0,0,0,0,0
"launches",0.000562315096959138,0,0,0,0,0
"lawless",0.000562315096959138,0,0,0,0,0
"lecture",0.00112463019391828,0,0,0,0,0
"leiden",0.000127248749341126,0,1.20278509010395e-05,0,9.08825495439252e-06,8.99769276248654e-05
"lends",0.000127248749341126,0,0,3.46901408878373e-06,3.02941831813084e-06,2.24942319062164e-06
"levy",5.72187091219912e-05,5.87418834771079e-06,0,3.11975574005982e-06,1.36220910972787e-06,6.0688576619987e-06
"lexington",0.000562315096959138,0,0,0,0,0
"liberal",0.00112463019391828,0,0,0,0,0
"lincoln",0.000217533173809006,0,0,0,5.1788248210716e-06,3.8454143433955e-06
"linearly",5.72187091219912e-05,0,2.7042234427951e-06,4.67963361008973e-06,5.44883643891149e-06,1.01147627699978e-06
"lithosphere",0.000286093545609956,0,2.7042234427951e-06,1.87185344403589e-05,1.77087184264623e-05,1.01147627699978e-06
"liverpool",5.72187091219912e-05,0,2.7042234427951e-06,4.67963361008973e-06,8.17325465836724e-06,5.25967664039888e-05
"locality",0.000127248749341126,0,6.01392545051976e-06,0,6.05883663626168e-06,2.24942319062164e-06
"log",0.000217533173809006,0,1.02808734630094e-05,0,5.1788248210716e-06,0
"loncarevic",0.000562315096959138,0,0,0,0,0
"london",0.000343312254731947,0,7.03098095126726e-05,3.4317313140658e-05,6.53860372669379e-05,0.000230616591155951
"longwave",0.000562315096959138,0,0,0,0,0
"look",5.72187091219912e-05,5.87418834771079e-06,0,1.55987787002991e-06,1.36220910972787e-06,1.01147627699978e-06
"lothagam",0.000562315096959138,0,0,0,0,0
"louis",5.72187091219912e-05,0,1.89295640995657e-05,1.24790229602393e-05,1.22598819875509e-05,5.46197189579883e-05
"lowluminosity",0.000344781923150132,0,0,0,0,6.09483753401714e-06
"lparallel",0.000562315096959138,0,0,0,0,0
"luminosity",0.000127248749341126,0,0,3.46901408878373e-06,2.42353465450467e-05,1.79953855249731e-05
"lumpy",0.000562315096959138,0,0,0,0,0
"lunar",0.000171656127365974,0,2.7042234427951e-06,3.11975574005982e-06,9.53546376809511e-06,3.03442883099935e-06
"lynts",0.000562315096959138,0,0,0,0,0
"macrowave",0.000562315096959138,0,0,0,0,0
"madingley",0.000435066347618012,0,1.02808734630094e-05,0,0,5.3835800807537e-05
"magneticdipole",0.000562315096959138,0,0,0,0,0
"magnetism",0.000127248749341126,0,0,2.77521127102698e-05,2.42353465450467e-05,2.02448087155947e-05
"magnetoids",0.000562315096959138,0,0,0,0,0
"malvern",0.00112463019391828,0,0,0,0,0
"manchester",0.000286093545609956,0,2.7042234427951e-06,1.55987787002991e-06,2.72441821945574e-06,4.14705273569911e-05
"mantle",0.000114437418243982,0,5.4084468855902e-06,0.000123230351732363,0.000119874401656053,5.86656240659875e-05
"march",0.000381746248023378,0,0,3.46901408878373e-06,9.08825495439252e-06,8.99769276248654e-06
"margin",0.000114437418243982,0,2.7042234427951e-06,1.24790229602393e-05,6.81104554863936e-06,1.01147627699978e-06
"margins",0.000127248749341126,0,6.01392545051976e-06,1.38760563551349e-05,3.93824381357009e-05,0
"markgraf",0.000562315096959138,0,0,0,0,0
"markov",0.000435066347618012,0,0,0,5.1788248210716e-06,3.8454143433955e-06
